rating,review
50,This Hotel was a resort. Felt like Royalty We had a 2 floor suite connected by a spiral staircase  The buffet was 5 star. The parking lot was secure and guarded 2 large screen TVs with plenty of channels. Great service
50,"I do not normally stay in luxury hotels, but decided to splurge a little on this before my flight out of Guatemala. And I am so glad I did! I had the most wonderful two nights here decompressing after a long trip throughout Guatemala, El Salvador, and Belize.  The bed was so incredibly comfortable, the bathroom was amazing, with so many amenities and constant hot water.  And the staff, especially the security staff, was so friendly and helpful. Room service was reasonably priced. And they have a FREE airport shuttle.  Amazing stay!"
50,"Upon arrival to Guatemala, I stayed at the beautiful and elegant Barceló Hotel in Guatemala City. My room was so nice that I felt like royalty. The service was excellent and the food was amazing. I would love to stay at other Barceló Hotels around the world."
50,"This hotel is great year round. We're a family of seven and we travel to Guatemala once - three times a year and we always choose this hotel. It's staff, location, and services are great...it always works out for us. "
40,"Stayed here for airport proximity and a night of comfort after 1 mo in Guatemala.  Free Shuttle was on time, staff were good and the room was clean.  I'd stay again.  Got a discount via booking.com on the room"
50,"Beautiful hotel with clean, luxury beds to sleep well in Guatemala City. Quiet room, slept like a dream. Great hot shower with big towels and robes. Nice outdoor pool and poolside seating. Easy shuttle to airport.  "
50,Great first time. Lobby staff was very helpful and quick. Bell Hop was fast and experienced. Breakfast Buffet was great and lots of food. We enjoyed the Wi-Fi and seating in the relaxed lobby.  Thank you
30,"Stayed here one night while on our way to Flores/Peten. Arrived and had to wait 15 minutes while the one front desk person checked in one person. After another 15 minutes to get checked in we get our room key and enter our room which surprise was occupied and hear that they were in shower, so we quietly make our exit and go back to lobby and after another 15 minutes get another room key and after an hour we finally get to our room but at this point all 3 of us are so fed up and pissed off and all they can say is sorry. The hotel is large and pool is okay, bar was nice but not a lot of restaurants close by. Walked to a gas station and got bags of chips and soda for dinner. Glad we made an early exit the next day.  Would not stay here again, not worth the money and staff was very"
10,"I'm writing this review from my room at this very moment because of the recent change to your WiFi policy. You know how I know it was a recent change, because I was JUST here, two weeks ago! Because I am (was!) a regular customer.  I arrive tonight only to find out, when trying to connect my laptop to the wifi  that my wifi code given by the hotel only works for ONE device per room!  So, you can either have your phone, or laptop connected at once, NOT both. As I'm here for work, it's crucial I have both as I use my phone to stay connected with WhatsApp and my laptop to, you know, work.   Of COURSE I could get another one for a fee.  I've come here a lot in the last couple of years with my team for work. There are currently 4 of us here. You will no longer get our business for"
50,"We stayed in this hotel 3 different times during our visit to Guatemala. Each time we had very large, clean, comfortable bed and quite room. We enjoyed breakfast selections and the female chef prepared superb omelettes every morning. "
50,It was a wonderful stay at this hotel. I decided to stay at Guatemala Barcelo since I had already stayed at the Barcelo in San Salvador and Costa Rica. Awesome staying at these hotels. I would recommended them 110%.
40,"Close to the airport, good service, and a great breakfast. I’ve enjoyed staying here numerous times. I always feel like the rooms are a good value and a bit above average. Plus there is a McDonalds right on the corner for a quick snack. "
40,"My father and I spent one night here at the start of our trip and found it fulfilled its purpose very well. Rooms are well-appointed (some with balconies), breakfast is broad and tasty and there are a number of facilities (a few restaurants, nice pool and spa). Its location so close to the airport is great and every stay comes with a free shuttle service.  My only word of warning is that being a business hotel and convention centre, it does get extremely busy in the common areas and this will put off those looking for some modicum of peace in busy Guatemala City."
50,"The staff is always courteous, friendly and professional.  Always ready to help and answer any questions we might have.  From the pool to the breakfast buffet, a very pleasurable experience in every way!"
30,"We returned to our 3rd-floor room after dinner on a Friday night to find that there was a VERY noisy party going on on the 2nd floor--the loudest ""music"" I have ever heard. When I called the desk around 8:00 p.m., I asked, ""How long is this  music going to last?"" The person who answered said, ""what music?"" He said he would send someone to check it out. Half an hour later when the band/DJ was taking a break, someone knocked on our door and said he heard nothing. Later, around 10:00 p.m., my husband went down to the desk where there were several other irate guests. At that time, the staff admitted that there was a party going on that would probably last until 2:00 a.m. They offered us a room on the 8th floor, which we accepted, but moving in the middle of the night was not at all"
50,This was my second time staying at Barceló. I love its cleanliness and that it's conveniently located near the airport. The free shuttle was greatly appreciated. The wifi works well and is free. The beds are comfortable and the bathrooms roomy.  
50,Barcelo was a great hotel to spend my night before departure. It was close and convenient to the airport and included a shuttle! Breakfast buffet was very inviting and really good.  Over all atmosphere comfortable
40,"Organize better the car circulation into the hotel for drop of in the main entrance separate the arrival of the  new guest , with others who came to visit, or stay for the events.  Overall good personalities on the employees,   "
50,Great vacation hotel. Adequate for business. Good value for your money. Food is good. Friendly staff. Very accomodative. Japanese restaurant food is excellent. Pickup at airport needs improvement. First bus is for airline personnel so you always need to wait for next bus to arrive. 
20,No upgrades since 2008. The only difference in this property since they took over from Marriott is that they renamed the sports bar in the lobby. I would like to see them reinvest in the property and make the experience better from a guest's point of view.
40,"overall is very good  however , some areas like Striker in need of more training and pick up speed. pointing the shuttle schedule to the Airport as we missed  it by a few minutes ,we thought it was every 30 minutes"
40,"We stayed just for a night in this hotel and the check in was pretty easy compared to other hotels of this category. The city view room was awesome. The balcony was filled with water from a just completed rain. The food options available in the restaurants were good. We had a bad experience, which can't be ignored by an international traveller. My colleague kept his luggage near the receptionist with her permission before he entered to have his breakfast. However when we came out the luggage was not there and the receptionist showed her ignorance. After a handful 30 minutes, it was recovered from a shuttle car stationed outside the entrance of the hotel. There was no one other than few hotel employees in the shuttle bus and thus definitely no guests took it by mistake. Now only"
10,This experience was awful. The tub was clog the 1st day we arrived and it took them more than 3 hours to fix it. We paid for a 3 bedroom room and they gave us a 2 room and when we told them they put a tiny bed on the side of the window. They left only 2 bathroom towels and I had to call everyday and ask them for a 3rd towel.  We had a barcelo rewards account and they refuse to put it on the reservation. Awful place!
40,"We stayed at the Hotel Barcelo for two nights. Our stay was pleasant. Check in was efficient and the front desk staff were accommodating to an early arrival. However, though requested, we did not get a room with a view. The double queen bed room with balcony was clean, relatively spacious and very nice. There was plenty of room for 2 or 3 suitcases. The patio doors were very streaky and whoever had tried to clean them had been totally ineffective. The bed was comfortable and the bedding a good quality. The variety of pillows (3) was appreciated. The lighting was good and the two reading lamps were appreciated. There were sufficient plugs for charging. The ample clothes closet had plenty of hangars. There was a desk with a straight back chair and a reasonably sized table with a"
50,"I stayed at the Barceló for a recent humanitarian business trip to Guatemala and was very pleased.  The complementary airport shuttle (to and from) was reliable, clean, and efficient.  I booked online from the United States and my registration and checkout were both very smooth with no confusion, long waits, or surprises.  Staff throughout the hotel were courteous, helpful, and professional.    My booking included breakfast: my schedule started early each day so the 6 am restaurant opening was most appreciated, the offerings were varied and delicious, and the seating was plentiful even during busy times.  My room was quite satisfactory: the facility overall seems to be aging gracefully, but the room was clean and comfortable, the bed/pillows/linens were clean and fresh, and the"
50,Hotel was excellent and had a great stay.  Hotel very clean and staff excellent.  Would recommend your hotel to friends and family.  Great experience.  Vary comfortable stay with your hotel.  The grounds were vary clean and beautiful.
50,"First thing, I got a little ""welcome to the hotel"" gift, which was a big fruit plate (assorted apples, banana, grapes, kiwi, date). The room was big, clean, with a balcony that offered a great view of the city, big and comfy beds, the bathroom was big enough, filled with all ammenities, two shower robes, 4 big towels and 2 small ones, you get shampoo, conditioner and shower gel from dispensers in the shower aside from the ones they include in the travelers kit. The breakfast included is buffet, with many options, from frijoles negros to assorted cereals, it was really good for me and my mother, who traveled with me. I also ate at the Sushi restaurant, a little expensive but you get good food, so it's worth the price, also the waiters at this restaurant were the best! The sports"
50,Was a beautiful experience to be there. Hopefully I can be there again next year.  They have a good service and good facilities. You need try there breakfast with extended hour and great options to chose wherever you like.
50, Great place to stay and enjoy all the services they offer. Staff is very good in helping you out and guiding you too great place to visit. Great restaurants to choose from and all of them have great service
40,"staff service was ok, room felt old but still ok, bed and pillow were good to have a pleasant sleep.  different option of restaurant inside the hotel, at different price range, but not in the cheap section.  the room were clean"
40,Very nice hotel with excellent service. Great value for your money. Location is not the best (therer aren´t many attractions or good restaurants around) but for a business trip is conveniently located.
50,"This was a pleasure trip very enjoyable they just need a discotect inside property, food exelent good choices for international clientele  transport to the airport exceptional driver very friendly this hotel is really 5 stars like I say they just need more night entertainment "
50,"The rooms are very good along with the excellent service. Airport shuttle was included, and the breakfast buffet has a huge selection of excellent quality. Only drawback to breakfast was the coffee is not that good considering Guatemalan coffee is excellent. You will be completely satisfied staying at Barcelo Guatemala City"
40,"if you are asking if you should stay here or not I would say sure check it out, why not? its clean, safe and centrally located. the shower water pressure will power wash your skin, that's pretty cool."
50,"Close to malls, paseo cayala and a lot of Uber's frequent the area. Great informative staff. Breakfast has a lot of options for any picky eater. Has it's own private parking and security at all hours. "
40,"If it weren't for some funky booking reservations and credit card problems they'd get Excellent review. The gym for guys was super expansive and impressed me compared to other hotels of similar price range. The credits are processing was peculiar. We had reservations made on line and communication with Spain to secure the room, then when we arrived they asked again for another credit card as if we never confirmed earlier. Asides from that arriving to room late night with room service and fresh fruit in the room was pleasant. The views were not  great but at least they had a cute little balcony. I'd stay there again assuming you won't find much better accommodations in town."
10,"I think the hotel gets its 5 stars for the number of rooms and facilities on offer, however, it is not of a 5 star standard. Decor is outdated. The food is the worse thing about it - absolutely awful. "
50,The hotel is situated in Zona 10 which is the Business district of the City. I stayes for 5 days. I had an excellent stay. Hotel was very clean and the staff was very helpfull. The pool was excellent. The outdoor jacuzi was excellent too. Very good and spaciou gym. Spacious rooms amd fast wifi. The quality of the food in the restaurant was very good and prices were cheap. Highly recommended.
50,"We arrived late because it looked like this hotel was just average and I did not want to spend our afternoon there. I has pleasantly surprised with the quality of the hotel. It was clean, updated, beautiful with a wonderful friendly staff. Wish we had arrived earlier to enjoy the amazing buffet at the La Vista restaurant. Next time."
50,"I had a good stay the Barceló: the staff were friendly and the food was ok with some healthy options. There is a McDonalds next door which makes better coffee, and if you want to exercise you can run on Reforma."
50,Had a great overnight stay while travelling thru Guatemala City. The hotel is safe clean and the staff were excellent. Beautiful breakfast bar poolside to enjoy the outdoors. The best coffee in Guatemala.
40,The shuttle left us at the airport at 10 pm knowing that the airport is closed avery day at 10pm to 2 am. They did not say anything or verify before leaving. .very poor service for that. The rest was very good.
50,"My mission trip team arrived late after a delayed flight, and the kind staff at the Barcelo did all they could to get us in our rooms quickly.  They were organized and efficient.  The rooms were clean and nice.  Some of us enjoyed a quick bite, good beer, and some dancing at the adjoining sports bar.  Some of our rooms had a great view of the volcano.  The breakfast buffet the next morning was excellent.  "
50,"My group of 20 Americans arrived late at night after a delayed flight, and we found quick food and decent beer at the adjoining sports bar.  The staff was excellent as they took care of our room assignments and answered all our questions.  View of the volcano was unique, especially from the bustle of the city.  The buffet breakfast in the morning was excellent.  Nobody got sick, and everyone was refreshed.  Big win."
40,"We had an overnight stay in Guatemala City as we had a very early flight the next day. We chose the Barcelo for its proximity to the airport.   Upon arrival, check-in was quick and easy. The desk can be a little hard to find, but just keep walking through the lobby area and you will get there eventually! We had asked for a room on the highest floor, and were given a corner room on floor 10, which meant that we had two balconies, each facing a different direction. This was nice, although the views of Guatemala City are not the most inspiring. Our room was not quite ready, as we had arrived in the morning, so we stored our bags and then went into Guatemala city.   There are two cash machines in the lobby, and we took money out here to avoid having to withdraw it in town. There is"
50,"It would be the best hotel the you could find in the Guatemala City. Great hotel room, safe, clean, kind staffs, great swimming pool. Also the room service quality is great. I would definitely recommend this place. "
50,"This is a great place to stay if you are visiting Guatemala City.  The staff is kind and helpful.  The hotel has a complete list of required amenities.  The hotel shuttle is quick, easy and regular.  The concierge is very helpful and the staff is very considerate about travelers visiting with limited Spanish proficiency."
10,"Unfortunately we had a bad experience with this hotel. From downstairs if seems beautiful and luxury, but the room was really dirty. Our sheets had blood spot. There were hairs in the shower. The floor was so dirty. Fortunately we had to spend there only one night but we were really disappointed, especially because it was supposed to be a 5 star hotel!! "
30,"Though the rooms are spacious and the beds are nice, the management should ask the maids about the basic services in the room.  The shower drain was stuck shut and was not something that had just happened.  The room on the 8th floor faced two busy main arteries and I could not sleep after 5 am once the morning traffic started.  "
50,"Service was great.  Everyone spoke english and spanish.  With few little issues, when addressed things were remedied immediately and with great service.   The pool was great and the breakfast buffet was phenomenal!  I'll be returning here when I need a place to unwind and relax!"
40,"stayed here for 2 nights in Feb 2017, efficient check in and check out, the room was clean, roomy  the staffs were good, polite,helpful the foods in the restaurant were tasty , with a lot of fresh fruits"
50,"The hotel was in a good location, it had a booth to book excursions that seemed at a reasonable price. It was very safe, it has a nice pool and several dining options. It has a great breakfast buffet. We enjoyed our stay and would definitely stay at Barceló again."
50,"Indeed a truly wonderful hotel! I just wanted to personally say THANK YOU to Oscar from the front desk. He was very knowledgeable, courteous, and very helpful. It is great to know that the hotel provides complimentary shuttle services from the airport to the hotel."
30,"Swimming pool is nice, hot tub is not hot. Had to move us twice before we got a room with hot water. We have stayed here before and the hot tub is always disappointing but hot water in the room wasn't a problem before. I would have rated the service better but they offered nothing for the problem but apologies."
50,"Barcelo location was excellent, the shuttle to and from airport was good only a few minutes from airport. Room was clean and stocked with everything you forgot. The food was good, room service was quick and the staff was excellent. "
50,"I don't really write reviews but I had to take time to simply say that The Barcelo Hotel will be the only hotel I will ever stay at when I visit Guatemala for any reason. They went above and beyond my expectation. Simply put ""Best Experience Everc"
50,"Beautiful hotel. Nice swimming pool and restaurants. The staff was great and spoke good English. I was able to change money there.  It was close to the airport, the shuttle service to and from the airport was excellent."
40,"It's a practical hotel if you're there for business. Shuttle is free to and from the airport, breakfast and WiFi included. Breakfast buffet has a lot of options. The rooms are a bit dated and you can't really walk anywhere near."
10,I took a taxi and came to the entrance. Employees were helping other customers with their baggage. When it was my turn... all I got was a look from one of the employees. He couldn't believe that someone who does not look white and blond will have the money or the right to stay in that place. He did not help me with my bag the way they did to others. I did not get mad but I was sad. You come to tour country and this is what you find. A guest is a guest and it does not matter how he looks. 
40,"We asked for a room with balcony and they gave us a room without. So we called the reception from the room asking if there is a mistake, they said no, they just Upgraded our room for a bigger one but no balcony. It's fine that they don't have one, but they should let us know at the reception. In fact, they do have rooms with balcony, but they didn't want to give it to use and keep saying that is a very small room. At the end, we still took the Small room with balcony and it came out that it's they same size as the one as the Upgraded room. The girl at the reception was a bit upset, she gave us attitude and didn't even look at us for the entire switching keys procedure. She didn't explain anything about the hotel (ex: where do I go for the breakfast? , where is the pool?, where"
50,"There isn't much that attracted me to Guatemala City, and if my flights were different i would have passed straight through, but this hotel was the perfect place to crash out.  Lots of food options (including an american sports bar - like you'd find at an airport), and a coupe of other bars and restaurants.  There staff are helpful and quick to respond.  The rooms are well equipped and comfortable."
50,"I liked this hotel very much.  I plan to stay there every time I visit Guatemala City.  It's nice, very  well kept, comfortable, and the staff is helpful.  It was also very easy to walk to other areas of the city, and quite close to the airport."
50,Centrally located and great value. The hotel is not new but it meets any expectations. I would recommend with family or business and the ambiance is great for both. Located close to great restaurants and even the exit from Guatemala if you are driving.
30,"Too expensive!. Gift shops over priced. Food in the sports bar was badly presented and hardly any meat or cheese in sandwich ""Spanish..."" Enjoyed dinner in Japanese Restaurant. Convenient and free shuttle to the airport. Noisy because of planes taking off."
50,I live in Guatemala and go to the capital about once a month.  This hotel was more than I usually budget for a hotel but well worth.  The breakfast was delicious with many options. The room was quiet.  I will return.
50,The Barceló is one of the best values in Guatemala. Its spacious lobbies and friendly personnel are very welcoming. I make sure to get a massage from Gladys every time I stay. She's excellent! Love this hotel!
30,"Average for price . Food in restaurant horrible otherwise just average . Pool nice rooms ok .lots of amenities . No shuttle early in am , rooms were ok bed hard . Nice pool though and great would stay again if for fast stay but not for a vacation "
50,Barcelo was particularly help with my luggage this trip. They were willing to hold it in their closet until I returned from Tikal. I also love the transport that is always right at the airport when you arrive. It makes such a difference in getting a huge amount of luggage (brought for donations) to the hotel easily.
30,"I spent a night here while transiting through Guatemala City. They seemed to be the only major hotel whose shuttle was not waiting outside La Aurora. I had sent a message ahead to confirm my arrival and received a response, but only when I called them did they send the shuttle. When it did finally arrive, I was kept waiting for another 30 minutes+ while they waited for another couple. I would try to get a taxi instead. The hotel is in a quiet area, nothing much around if you planned to explore the city. Check-in was very swift which I appreciated. The room itself is average, the rooms and furniture definitely on the older side - I would compare it to a Holiday Inn or Hampton Inn level of accommodation. Again, it's ok for a quick stay."
30,"This is a really no good hotel, its true its in the center of everything, the rooms are old, bathrooms are old, tv ´s old even carpets and beds, Please avoid this hotel, there are much better options in the city,"
50,outstanding service and corteous. our stay was excellent because the people were very helpful and determined to make our stay the best.. we also enjoyed the food. breakfast in particular. the chefs and the servers pay attention to detail and were always around. we also saw how the make rugs for an upcoming convention out of wood and sand. 
40,"Recently spent two nights at Barcelo. Check in very efficient. They upgraded our room. Beds very comfy, rooms quite spacious. Restaurant food delicious! The staff excellent. Plus there is free shuttle service to the airport. A great overall experience."
20,"The shuttle to the hotel is a great benefit. The shuttle can be found at the passenger’s exit, a white bus with “Barcelo.com” in blue letters on the side. The bus travels from the airport to the hotel every 30 minutes approximately and the driver was pleasant, helpful and friendly. After the pleasant surprise of the shuttle, our stay at the Barcelo Guatemala City started out very, very badly. The front desk staff were the worst of any we have experienced over the past five years. Despite have paid fully in advance, confirming our flight details, and requesting a room as far from elevators as possible, our room was not ready when we tried to check in at 2:30pm on Saturday 1st July, the check in person stated no other rooms were ready, he did not call us when our keys were ready,"
50,"We expect excellence from a chain hotel and this was not the difference. Hotel was very clean, beds are very comfy, well supplied bathroom, shuttle service was very effective we had to catch a flight very early in the morning and they got it there in time (4am)."
50,"Very nice upscale hotel.  Nice lobby with professional reception. Room was very good with all one could need.  Rate did not include breakfast as the rate we received was quite a good discounted internet rate. Nice pool, jacuzzi and lobby bar with luve piano in evenings.  Cafes, restaurants, etc are a few blocks away. "
40,There are plenty staff available and willing to assist. I also felt very safe and secure in this location.  The food was good and the rooms were clean and spacious. They have a beautiful facility and the amenities are superb. I would definitely visit this hotel again.
50,A place to stay in a peaceful environment in Guatemala. Just close to the airport with shuttle services. The restaurant it's excellent and the lobby bar too. The hotel is very clean and the staff just want to help you
50,Stayed in the hotel for a few days and also had the morning buffet in the restaurant.  The rate was good for this hotel. The hotels location is both close to the airport as well as shopping and restaurants. Service in this hotel is excellent. The pool is great. 
40,"Bathroom has no fan, smell and humidity were in the room. Everything else was perfect. The cleanliness was perfect. I regret renting only one night, this hotel is recoment ut for ar least 2 nights. Enjoy"
40,"Barceló is a great hotel located a few kilometers from the Aurora International Airport in a safe neighborhood. Although the hotel is somewhat outdated, the rooms are great and clean. The bathroom is well-maintained and somehow ample. The staff at the front desk is amicable and willing to help. Breakfast is ok with major fruits and dishes to choose from. The hotel also offers a shuttle service free of charge to the airport. This is a great hotel in Guatemala City."
50,"What can I say, the rooms are inviting, the sleeping is good, services are attentive, food is quite a bit better than most and for what I consider a luxury hotel it is quite reasonable.  Breakfast and lunch buffets are quite varied.  Service has been above reproach always."
50,Will do it again I come to Guatemala as much as possible. My wife is from there. I have stayed at many hotels and resorts over the last 20 years and the Barcelo was as good as any and better than most thanks for the vacation
40,"I brought a group to Guatemala (my 4th trip there) & we stayed at the Barcelo for our first 2 nights.  The facility is nice.  Room service was good. Nice shopping (surprisingly good prices on souvenirs!!) & we loved that we were right next to Mc Donald's as we were traveling with some teens & didn't want the $13 Barcelo breakfast both days... be forewarned, eat your food at mc d's (or Pizza Hut, or...) as the hotel does NOT allow people to EAT any other food in the hotel premises except for in your own room.   I've never experienced that before at ANY hotel in ANY country I've been to prior to this. They literally will ask you to go to your room while drinking your coke or eating an ice cream while walking into the hotel!  I felt they came across as a bit snobbish in"
50,I usually stay here when I visit the capital. It has all the big city hotel amenities with reliable quality. Great breakfast buffet. The rooms are quiet and well-appointed. The beds are breat with about 15 pillows!
50,"I chose this place based on my husband's good experience last year. Since I will be traveling by myself into Guatemala City for the first time, I decided to stay at Barceló because I want to have a good first night. However, my husband did not use the shuttle service nor the ATM when he was in Guatemala City last year and failed to warn me (my story follows below!). :)  Barcelo definitely met my expectation. The room was nice and clean. The staff were very helpful. The breakfast and dinner were delicious (coffee was very good at the breakfast!). I would highly recommend anyone visiting Guatemala to stay here.  Now comes my ATM story. Barceló gets a big bonus point from me because it has ATM right in the lobby! While this might not seem important in other cities, in this case, it"
30,"this is a nice Hotel probably best 20 years ago, need to upgrade rooms , air condition, chairs at restaurant, GYM , but People service are outstanding same as food at restaurant and laundry. if you go for business is OK. do not go with your family "
40,"I have always liked this hotel, but this time I was left to wait at the airport for 25 minutes at 10:30 pm because the first van(10 seats) would only take the 5 airline crew members.  The 3 paying customers were left to wait."
40,"Very Good service, and I would come back when I have the chance, my  family and guests really loved it, that's why I wanted to come back, it probable will be for more time, and I hope that you guys have the same services in other countries or better, thanks guys for all your help, thanks."
40,"The people are nice and the room was clean and the bed comfortable enough.  The best thing about this hotel is that the price is always good.   The pool and hot tub area are very pleasant, and the food is good.    My only complaint was being woken up 3 times by housekeeping. One time was to give me matches in the middle of the night. I bought my concern up with the front desk but never received an apology."
30,"I used to love this hotel, but during our last stay I could see a couple of thinks that need to be updated, specially the area of the steam room. It is dirty, with slippery floors and the area really needs an update."
40,Generally very nice hotel. Always make me feel welcome. Rooms comfortabe and well maintained.  Two problems. 1. Constant problem with the electronic room key cards. 2. Enrolling in rewards program never seems to work. 
40,"BARCELO HOTEL Guatemala City is a very comfortable hotel at a great price.  Once a Marriott hotel, the facilities and restaurants are clean and with the best hotel pool and spa facilities in Guatemala City!   There are three hotel restaurants and many more dining options within a ten minute walk and also a nearby mall for shopping needs.  The rooms are comfortable, although the beds were a bit too firm for me and all the pillows are the same—very mushy.  I stayed on the sixth floor and a few days later on the tenth floor so I noticed that some of the rooms have been renovated and others have not.   The front desk is efficient although the maintenance staff may or may not fix a room problem the first time.  I had to request twice for the bathtub drain plug to be repaired as it"
50,"This hotel is very very good. Rooms are very nice, food is perfect for every taste. Nice pool and gym area. It is in a very secure area, close to a super market in case you need to get anything. Hotel staff are very friendly and helpful. It also has a free airport service, but we went there with a tour, so I am not sure if they pick everybody from airport."
50,Stayed here for one night with a couple of friends before flying out the next morning. Hotel is beautiful and service is friendly. Good location in a relatively safe area. We were able to walk to restaurants. Shuttle was great to the airport the next morning.
50,"Very nice hotel with beautiful swimming pool, nice rooms and super close to the airport. I ate at La vista and although a little pricey, the food was good. The balcony was a very nice addition to the room, and the door was able to block the live music that was coming from the bar across the street. "
40,"We stayed here three times over a period of 10 days as a part of a tour. The first night was at the beginning of the tour. We arrived At 8:30am from the airport and were given our room right away. No waiting, no usual reminders of the check in time. On the last day also they allowed us to check out at 2:00 to accommodate our late flight. The breakfast buffet was great."
40,"It was a torrential downpour when I arrived. I was greeted at the valet area with someone carrying an umbrella. After arriving already wet, I didn't need it. But that was nice if I were in a suit. The staff is great and really wants you to feel special - genuinely.  The room was nice and uses the key card method for your lights and air conditioner. The room was clean. The only drawback was the bed was very hard. I had enough pillows on the King size bed to fabricate an impromptu pillow-top mattress.  My flight departed at 7, so I had to catch the 5am shuttle and missed out on the free breakfast. I asked if they had any coffee and was told no. Within seconds after I asked, they brought out coffee for the departing flight crews. They put the coffee and snacks right next to my"
50,Barceló has shuttles that will pick you up at the airport which is nice. The hotel is so nice and grand. There are several dining choices in the hotel as well as within walking distance from the hotel. We enjoyed the sports bar there. The swimming pool and hot tub is a great treat when you need to wind down. The staff are very nice and speak English very well. A great place to start and end your trip in Guatemala. Well worth the price!
50,"The Barceló hotel is absolutely a recommendable place to stay, nice staff, safe place and big rooms , comfortable beds and clean and good conditioned sanitary rooms. I missed at least one multi socket for EU Plugs, which is standard in lots of hotels already, so do not forget to bring an adapter if you don't have the America plug with you. Unfortunately I had no breakfast, I was leaving to early. The only thing I would change was the aroma in the air of my room. I don´t like it, when everything is covered with artificial aromas and there were only small windows to open."
40,"This hotel is great, it's located in a great zone (Zona 9) with great service and the price is affordable . From there you can access the Aurora Inetrnational airport and its locates near the Zona 10, one of the best places in Guatemala City."
40,"Great food at Restaurant, rooms are very clean and secure and nice place to stay... only issue  it is GYM is very small and few workout equipment exept this . I recomend this Hotel your next trip to Guatemala."
40,"I stayed here for an extended duration and found the experience very agreeable. It's in a reasonable part of the city and the hotel facilities go beyond normal corporate standards. There are shops, tourism services and I particularly recommend the pool and leisure area which is bigger and better than average. The staff are extremely courteous and professional, especially the housekeeping team who are as dilligent and thorough as any I have ever come across. Definitely one to return to in the future."
40,The hotel Mgmt only reacted to more Money $$$$. During our 4 days business meetings the smallest request was heard only if we paid additional $$$.  Even the ear piece which goes along with the electronic piece was additional money.
50,"I travel a lot to Guatemala for studies, and I always stay in Barcelo and it already feels like home. People are nice and available for you at all times. The hotel is extremely clean and the rooms are spacious and with awesome views of the city. The breakfast is extremely delicious and with so many options. The pool is climatized and you´ll love the jacuzzi. Everything in th hotel is perfect o make your stay as pleasant as can be!!"
40,"I recently stayed in the Barcelo Hotel in Guatemala City with a large group of friends and colleagues The rooms were clean, quiet and comfortable. The security was evident but not obtrusive. The showers were hot, the staff were courteous and helpful in English and Spanish. The dining room menu and buffet options were imaginative exemplifying different cultural cuisines and the pianist in the foyer was a relaxing reminder of grand hotels of yesteryear. Particularly noteworthy were the spectacular flower arrangements in key locations."
30,"Stay for 2 nights for the beginning of the tour then 1 night at the last day of the tour the hotel is closed to the GUA so it convenient and quick to get to and from the airport few restaurants in the hotel,including one Japanese, and buffet the room is clean, plenty of space"
50,"We stayed at this hotel one night while travelling through. It is safe,clean, and very high end. I had a massage again with Gladys and it was excellent! The buffet breakfast was also good. We tried the Japanese Resturant but wouldn't go again there."
50,"We spend 2 nights at the start of our tour with Caravan, and it was good that the hotel has a shuttle from the airport. The rooms are very nice. big and clean. The food at the hotel was very good with buffet at breakfast and also for dinner and lunch. It has a very good swimming pool. Also on the way back we spend a night there and had a very nice farewell dinner for the group. It has free wifi in all the places."
50,"The hotel is nice, check in and out was effortless. It has a few restaurants and we only tried the sport bar but left when we saw how expensive it was (3 times normal prices, for drinks anyway). We went to hang at the pool but it was crawling with kids, and not a single table or chair open. Granted it was a long weekend and mid afternoon. Nice/decent pool area though. Shops looks ""hotel-nice"". Bed was good, bedding was good, water pressure was good, coffee in room was Horrible. We dumped it...sad since we love coffee. Nice to have robes and slippers, windows blocked noise very well, and opened to a little private patio, but we were on the 3rd floor so had a view of an industrial looking roof only.  I could not get the wifi in the room to work for me :/  We stayed here because we"
50,"I took the vacation for one, I truly enjoyed my stay . The hotel was very clean and the service was friendly. The tours they had available for singles were very minimal. I was unsure of what actives to do outside of the hotel. The breakfast provides many options "
40,"This hotel seems to be a primary hotel for business travelers and groups. Their rooms are comfortable and adequate, though certainly not fancy or elegant. Unfortunately, the wifi was usually weak and at times non functional in guests rooms. The lobby and common areas were pleasant and furnished with comfortable chairs. The restaurants and bars were quite expensive and not very good. The free breakfast was fine, and guests could order individually eggs and omelets, etc. The gym was adequate, as was the pool. We also took advantage of the free shuttle to the airport which was convenient and free. "
40,"The Hotel Barcelo is a high-end, full-service hotel in Zona 9 of Guatemala City. The fitness center is spread across several rooms, including weights and cardio, exercise classrooms, a large pool, and a hot tub. The 9th floor premier room offers snacks and drinks with a view of the city. The ground floor restaurants are very good, and the breakfast buffet is quite a spread.  Staff are helpful and conversant in English. The bill can even be converted to US dollars if you like."
50,"Super kind, professional and helpful staff. Comfortable room with a great shower. Best pool/hot tub we have ever experienced. We left an item and the were very accommodating in helping us get it back. Business services was saved our lives! "
40,"Needs to improve some things like night life activities and Wi-fi connection, you can't get visitors in your room 👎🏻 everything needs a key to work...even to go to the pool, gym, elevator,etc... it feel like a prison."
40,"Recommendation Get the breakfast hotel package, it's much cheaper  Pros - Very safe high security - There different restaurants within the building (sports bar, Japanese and buffet dinners - Right next door to McDonald's - Clean - Good amenities downstairs  - Offer free shuttle pick up which is great  Cons - Extremely slow internet for a higher end hotel - Mini bar fridge has a lock "
